Rank,ICP Score,Company,Domain,City,Country,Industry,Sub-Industry,Employees,Revenue (EUR),Sales Team,Marketing Team,BizDev Team,Total GTM,Growth Signal,Offices,Has Enrichment,ICP Reasons
11,95,"Personio",personio.com,"Munich",DE,"Computer Software","",1800,241500000,0,0,0,0,,6,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (6 offices); Hidden Champion profile"
12,95,"Fichtner",fichtner.de,"Stuttgart",DE,"Information Technology & Services","["Environmental Services", "Transportation/Trucking/Railroad", "Renewables & Environment"]",1600,410000000,0,0,0,0,,9,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (9 offices); Hidden Champion profile"
13,95,"cbs Corporate Business Solutions",cbs-consulting.com,"Heidelberg",DE,"Information Technology & Services","",1400,207000000,0,0,0,0,,17,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (17 offices); Hidden Champion profile"
14,95,"Exxeta",exxeta.com,"Karlsruhe",DE,"Information Technology & Services","["Computer Software", "Investment Management"]",1200,145000000,0,0,0,0,,15,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (15 offices); Hidden Champion profile"
15,95,"q.beyond AG",qbeyond.de,"Cologne",DE,"Information Technology & Services","",1100,200642000,0,0,0,0,,12,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (12 offices); Hidden Champion profile"
16,95,"CENIT",cenit.com,"Stuttgart",DE,"Information Technology & Services","",990,216007000,0,0,0,0,,17,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (17 offices); Hidden Champion profile"
17,95,"INFORM GmbH - Optimization Software",inform-software.com,"Aachen",DE,"Computer Software","",950,134000000,0,0,0,0,,7,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (7 offices); Hidden Champion profile"
18,95,"M-net Telekommunikations GmbH",m-net.de,"Munich",DE,"Telecommunications","",950,286000000,0,0,0,0,,5,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (5 offices); Hidden Champion profile"
19,95,"ATOSS Software SE",atoss.com,"Munich",DE,"Computer Software","",860,185063000,0,0,0,0,,15,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (15 offices); Hidden Champion profile"
20,95,"Dataciders GmbH",dataciders.com,"Dortmund",DE,"Information Technology & Services","",850,76000000,0,0,0,0,,14,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (14 offices); Hidden Champion profile"
21,95,"Lucanet",lucanet.com,"Berlin",DE,"Computer Software","",800,71000000,0,0,0,0,,14,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (14 offices); Hidden Champion profile"
22,95,"Cloudflight",cloudflight.io,"Munich",DE,"Information Technology & Services","["Computer Software", "Internet"]",790,106000000,0,0,0,0,,15,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (15 offices); Hidden Champion profile"
23,95,"tts - we empower people",tt-s.com,"Heidelberg",DE,"Information Technology & Services","["Computer Software", "Human Resources", "E-Learning"]",790,257410000,0,0,0,0,,13,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (13 offices); Hidden Champion profile"
24,95,"AEB",aeb.com,"Stuttgart",DE,"Information Technology & Services","["Food & Beverages"]",700,100000000,0,0,0,0,,14,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (14 offices); Hidden Champion profile"
25,95,"PTV Group",ptvgroup.com,"Karlsruhe",DE,"Computer Software","",670,354000000,0,0,0,0,,17,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (17 offices); Hidden Champion profile"
26,95,"Damovo",damovo.com,"Duesseldorf",DE,"Information Technology & Services","["Computer & Network Security", "Telecommunications"]",650,187000000,0,0,0,0,,18,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (18 offices); Hidden Champion profile"
27,95,"Utimaco",utimaco.com,"Aachen",DE,"Computer & Network Security","",570,130000000,0,0,0,0,,6,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (6 offices); Hidden Champion profile"
28,95,"Unite",unite.eu,"Leipzig",DE,"Computer Software","",560,485000000,0,0,0,0,,7,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (7 offices); Hidden Champion profile"
29,95,"Abas",abas-erp.com,"Karlsruhe",DE,"Computer Software","",510,50000000,0,0,0,0,,19,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (19 offices); Hidden Champion profile"
30,95,"BridgingIT",bridging-it.de,"Mannheim",DE,"Information Technology & Services","",510,152000000,0,0,0,0,,10,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (10 offices); Hidden Champion profile"
31,95,"Adjust",adjust.com,"Berlin",DE,"Computer Software","",480,125000000,0,0,0,0,,23,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (23 offices); Hidden Champion profile"
32,95,"Tagueri AG",tagueri.com,"Hamburg",DE,"Information Technology & Services","["Computer Software", "Animation"]",430,480900000,0,0,0,0,,15,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (15 offices); Hidden Champion profile"
33,95,"German Energy Agency (dena)",dena.de,"Berlin",DE,"Renewables & Environment","",420,69000000,0,0,0,0,,17,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (17 offices); Hidden Champion profile"
34,95,"NFON AG",nfon.com,"Munich",DE,"Telecommunications","",420,90989000,0,0,0,0,,6,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (6 offices); Hidden Champion profile"
35,95,"NavVis",navvis.com,"Muenchen",DE,"Computer Software","",400,84600000,0,0,0,0,,5,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (5 offices); Hidden Champion profile"
36,95,"ZETCON Ingenieure GmbH",zetcon.de,"Bochum",DE,"Information Technology & Services","",380,100000000,0,0,0,0,,9,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (9 offices); Hidden Champion profile"
37,95,"INIT Group",initse.com,"Karlsruhe",DE,"Computer Software","",370,163214000,0,0,0,0,,16,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (16 offices); Hidden Champion profile"
38,93,"SNP Group",snpgroup.com,"Heidelberg",DE,"Computer Software","["Information Technology And Services"]",1600,262440000,0,0,0,0,,2,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multiple offices; Hidden Champion profile"
39,93,"DeepL",deepl.com,"Cologne",DE,"Computer Software","",1600,141300000,0,0,0,0,,2,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multiple offices; Hidden Champion profile"
40,93,"netgo",netgo.de,"Berlin",DE,"Information Technology & Services","",1500,434000000,0,0,0,0,,4,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multiple offices; Hidden Champion profile"
41,93,"Gorillas",gorillas.io,"Berlin",DE,"Information Technology & Services","["Logistics And Supply Chain"]",1400,300000000,0,0,0,0,,4,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multiple offices; Hidden Champion profile"
42,93,"Contentful",contentful.com,"Berlin",DE,"Computer Software","",950,200000000,0,0,0,0,,2,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multiple offices; Hidden Champion profile"
43,93,"Mercedes-Benz.io",mercedes-benz.io,"Stuttgart",DE,"Computer Software","",670,151400000,0,0,0,0,,4,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multiple offices; Hidden Champion profile"
44,93,"Matrix42",matrix42.com,"Frankfurt",DE,"Computer Software","",640,85000000,0,0,0,0,,2,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multiple offices; Hidden Champion profile"
45,93,"ZEISS Digital Innovation",zeiss.de,"Dresden",DE,"Information Technology & Services","["Biotechnology", "Semiconductors"]",630,58000000,0,0,0,0,,3,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multiple offices; Hidden Champion profile"
46,93,"SER Group",sergroup.com,"Bonn",DE,"Computer Software","",620,56620000,0,0,0,0,,2,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multiple offices; Hidden Champion profile"
47,93,"commercetools",commercetools.com,"Munich",DE,"Computer Software","",600,175000000,0,0,0,0,,2,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multiple offices; Hidden Champion profile"
48,93,"Native Instruments",native-instruments.com,"Berlin",DE,"Computer Software","",600,92000000,0,0,0,0,,3,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multiple offices; Hidden Champion profile"
49,93,"Camunda",camunda.com,"Berlin",DE,"Computer Software","",580,100000000,0,0,0,0,,3,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multiple offices; Hidden Champion profile"
50,93,"Volkswagen Infotainment GmbH",volkswagen-infotainment.com,"Bochum",DE,"Computer Software","["Computer & Network Security", "Internet"]",550,182000000,0,0,0,0,,2,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multiple offices; Hidden Champion profile"
51,93,"KISTERS Group",kisters.eu,"Aachen",DE,"Computer Software","["Environmental Services", "Renewables & Environment"]",520,100000000,0,0,0,0,,2,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multiple offices; Hidden Champion profile"
52,93,"Robotron Datenbank-Software GmbH",robotron.de,"Dresden",DE,"Computer Software","",450,55000000,0,0,0,0,,2,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multiple offices; Hidden Champion profile"
53,93,"Rocket Internet SE",rocket-internet.com,"Berlin",DE,"Information Technology & Services","",410,133871000,0,0,0,0,,3,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multiple offices; Hidden Champion profile"
54,93,"Parloa",parloa.com,"Berlin",DE,"Information Technology & Services","",380,76800000,0,0,0,0,,3,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multiple offices; Hidden Champion profile"
55,93,"rku.it GmbH",rku-it.de,"Herne",DE,"Information Technology & Services","",350,100000000,0,0,0,0,,2,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multiple offices; Hidden Champion profile"
56,93,"Star Finanz",starfinanz.de,"Hamburg",DE,"Computer Software","",340,59000000,0,0,0,0,,2,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multiple offices; Hidden Champion profile"
57,92,"Finanz Informatik",f-i.de,"Frankfurt",DE,"Information Technology & Services","["Computer Software", "Computer & Network Security"]",2900,3013000000,7,15,106,128,,8,true,"Tier-1 industry; Ideal size (200-5K); Very large revenue; Germany HQ; Acceptable sales team (7); Multi-location (8 offices)"
58,91,"ETAS",etas.com,"Stuttgart",DE,"Computer Software","["Computer & Network Security", "Information Technology And Services"]",2000,537000000,0,0,0,0,,8,false,"Tier-1 industry; Ideal size (200-5K); Above ideal (500M-2B); Germany HQ; Multi-location (8 offices); Hidden Champion profile"
59,91,"msg global solutions",msg-global.com,"Zurich",CH,"Information Technology & Services","",1400,160123000,0,0,0,0,,13,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); CH HQ; Multi-location (13 offices); Hidden Champion profile"
60,91,"Elmos",elmos.com,"Leverkusen",DE,"Semiconductors","["Automotive"]",1200,605416000,0,0,0,0,,19,false,"Tier-1 industry; Ideal size (200-5K); Above ideal (500M-2B); Germany HQ; Multi-location (19 offices); Hidden Champion profile"
61,91,"Emarsys",emarsys.com,"Vienna",AT,"Computer Software","",880,100000000,0,0,0,0,,14,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); AT HQ; Multi-location (14 offices); Hidden Champion profile"
62,91,"Helsing",helsing.ai,"Munich",DE,"Information Technology & Services","["Computer Software"]",590,36700000,2,7,8,17,,7,true,"Tier-1 industry; Ideal size (200-5K); Acceptable revenue (10-50M); Germany HQ; Small sales team (2); Multi-location (7 offices)"
63,91,"Adnovum",adnovum.com,"Zurich",CH,"Information Technology & Services","["Computer & Network Security"]",570,142000000,0,0,0,0,,7,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); CH HQ; Multi-location (7 offices); Hidden Champion profile"
64,91,"Beekeeper by LumApps",beekeeper.io,"Zurich",CH,"Computer Software","",420,87500000,0,0,0,0,,5,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); CH HQ; Multi-location (5 offices); Hidden Champion profile"
65,91,"Scandit",scandit.com,"Zurich",CH,"Computer Software","",390,82700000,0,0,0,0,,6,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); CH HQ; Multi-location (6 offices); Hidden Champion profile"
66,90,"Formel D Group",formeld.com,"Cologne",DE,"Mechanical Or Industrial Engineering","",3600,377000000,0,0,0,0,,88,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (88 offices)"
67,90,"Allgeier Group",allgeier.com,"Munich",DE,"Information Technology & Services","",3200,419817000,0,0,0,0,,11,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (11 offices)"
68,90,"Diconium",diconium.com,"Stuttgart",DE,"Computer Software","["Internet", "Marketing And Advertising"]",2400,221000000,0,0,0,0,,9,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (9 offices)"
69,90,"Telekom MMS",telekom-mms.com,"Dresden",DE,"Information Technology & Services","",2400,265000000,0,0,0,0,,10,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Multi-location (10 offices)"
70,90,"TIMETOACT GROUP",timetoact-group.com,"Cologne",DE,"Information Technology & Services","",1600,415000000,0,0,0,0,,1,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Hidden Champion profile"
71,90,"RIB Software",rib-software.com,"Stuttgart",DE,"Computer Software","",1300,310983000,0,0,0,0,,1,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Hidden Champion profile"
72,90,"dmTECH GmbH",dmtech.tech,"Karlsruhe",DE,"Computer Software","",1200,143900000,0,0,0,0,,1,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Hidden Champion profile"
73,90,"ib vogt GmbH",ibvogt.com,"Berlin",DE,"Renewables & Environment","",850,319000000,0,0,0,0,,1,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Hidden Champion profile"
74,90,"AFI Solutions GmbH",afi-solutions.com,"Bonn",DE,"Computer Software","",620,56620000,0,0,0,0,,1,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Hidden Champion profile"
75,90,"Beta Systems Software",betasystems.com,"Berlin",DE,"Computer Software","",580,80709000,0,0,0,0,,1,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Hidden Champion profile"
76,90,"First Sensor",first-sensor.com,"Berlin",DE,"Electrical/Electronic Manufacturing","",570,103228000,0,0,0,0,,1,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Hidden Champion profile"
77,90,"codecentric AG",codecentric.de,"Solingen",DE,"Computer Software","",550,85000000,0,0,0,0,,1,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Hidden Champion profile"
78,90,"AKQUINET",akquinet.com,"Hamburg",DE,"Information Technology & Services","",510,118000000,0,0,0,0,,1,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Hidden Champion profile"
79,90,"Materialise",materialise.com,"Stuttgart",DE,"Information Technology & Services","",490,306770000,0,0,0,0,,1,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Hidden Champion profile"
80,90,"Usercentrics",usercentrics.com,"Munich",DE,"Computer Software","",350,50200000,0,0,0,0,,1,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Hidden Champion profile"
81,89,"Frequentis",frequentis.com,"Vienna",AT,"Defense & Space","["Public Safety", "Maritime", "Defense & Space"]",2500,500402000,0,0,0,0,18,10,false,"Tier-1 industry; Ideal size (200-5K); Above ideal (500M-2B); AT HQ; Moderate growth signal; Multi-location (10 offices)"
82,89,"BE-terna",be-terna.com,"Innsbruck",AT,"Information Technology & Services","",1100,174000000,0,0,0,0,,3,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); AT HQ; Multiple offices; Hidden Champion profile"
83,89,"G+D Netcetera",netcetera.com,"Zurich",CH,"Computer Software","",850,112000000,0,0,0,0,,4,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); CH HQ; Multiple offices; Hidden Champion profile"
84,89,"ALLPLAN",allplan.com,"Muenchen",DE,"Computer Software","["Architecture & Planning", "Civil Engineering", "Construction"]",700,789000000,0,0,0,0,,3,false,"Tier-1 industry; Ideal size (200-5K); Above ideal (500M-2B); Germany HQ; Multiple offices; Hidden Champion profile"
85,89,"JOIN",join.com,"Berlin",DE,"Computer Software","",340,44700000,0,0,0,0,23,1,false,"Tier-1 industry; Ideal size (200-5K); Acceptable revenue (10-50M); Germany HQ; Strong growth signal"
86,87,"CANCOM Austria",cancom.at,"Vienna",AT,"Information Technology & Services","",1200,1906352000,0,0,0,0,,6,false,"Tier-1 industry; Ideal size (200-5K); Above ideal (500M-2B); AT HQ; Multi-location (6 offices); Hidden Champion profile"
87,86,"Siltronic AG",siltronic.com,"Muenchen",DE,"Semiconductors","",4500,1471907000,0,0,0,0,,5,false,"Tier-1 industry; Ideal size (200-5K); Above ideal (500M-2B); Germany HQ; Multi-location (5 offices)"
88,86,"ITZBund",itzbund.de,"Bonn",DE,"Information Technology & Services","",4100,1674000000,0,0,0,0,,12,false,"Tier-1 industry; Ideal size (200-5K); Above ideal (500M-2B); Germany HQ; Multi-location (12 offices)"
89,86,"Scheidt & Bachmann",scheidt-bachmann.de,"Moenchengladbach",DE,"Computer Software","["Transportation/Trucking/Railroad", "Facilities Services"]",3000,576000000,0,0,0,0,,9,false,"Tier-1 industry; Ideal size (200-5K); Above ideal (500M-2B); Germany HQ; Multi-location (9 offices)"
90,86,"Haufe Group",haufegroup.com,"Freiburg",DE,"Computer Software","["Legal Services", "Professional Training & Coaching"]",2500,597000000,0,0,0,0,,10,false,"Tier-1 industry; Ideal size (200-5K); Above ideal (500M-2B); Germany HQ; Multi-location (10 offices)"
91,86,"Aareon DACH",aareon.de,"Mainz",DE,"Computer Software","",2000,518000000,0,0,0,0,,1,false,"Tier-1 industry; Ideal size (200-5K); Above ideal (500M-2B); Germany HQ; Hidden Champion profile"
92,86,"Aareon Group",aareon.com,"Mainz",DE,"Computer Software","",2000,518000000,0,0,0,0,,1,false,"Tier-1 industry; Ideal size (200-5K); Above ideal (500M-2B); Germany HQ; Hidden Champion profile"
93,86,"Otto Krahn Group",ottokrahn.group,"Hamburg",DE,"Chemicals","["Plastics", "Ceramics & Concrete"]",1700,1497000000,0,0,0,0,,1,false,"Tier-1 industry; Ideal size (200-5K); Above ideal (500M-2B); Germany HQ; Hidden Champion profile"
94,86,"Qcells Europe",q-cells.eu,"Berlin",DE,"Semiconductors","",1400,12901000,0,0,0,0,10,3,false,"Tier-1 industry; Ideal size (200-5K); Acceptable revenue (10-50M); Germany HQ; Some growth signal; Multiple offices"
95,86,"1&1 Versatel",1und1.net,"Duesseldorf",DE,"Telecommunications","",1200,665000000,0,0,0,0,,1,false,"Tier-1 industry; Ideal size (200-5K); Above ideal (500M-2B); Germany HQ; Hidden Champion profile"
96,86,"Vikram Solar Europe",vikramsolar.de,"Berlin",DE,"Renewables & Environment","",500,521300000,0,0,0,0,,1,false,"Tier-1 industry; Ideal size (200-5K); Above ideal (500M-2B); Germany HQ; Hidden Champion profile"
97,86,"Bedag Informatique SA",bedag.ch,"Bern",CH,"Information Technology & Services","",410,131000000,0,0,0,0,,1,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); CH HQ; Hidden Champion profile"
98,86,"Energiekonzepte Deutschland GmbH",ekd-solar.de,"Leipzig",DE,"Renewables & Environment","["Electrical/Electronic Manufacturing"]",400,581000000,0,0,0,0,,1,false,"Tier-1 industry; Ideal size (200-5K); Above ideal (500M-2B); Germany HQ; Hidden Champion profile"
99,86,"SATO Europe",satoeurope.com,"Heidelberg",DE,"Computer Hardware","["Logistics And Supply Chain"]",400,947569000,0,0,0,0,,1,false,"Tier-1 industry; Ideal size (200-5K); Above ideal (500M-2B); Germany HQ; Hidden Champion profile"
100,86,"CREALOGIX",crealogix.com,"Zurich",CH,"Computer Software","["Financial Services", "E-Learning"]",370,90935000,0,0,0,0,,1,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); CH HQ; Hidden Champion profile"
101,85,"Institute of Forming Technology and Lightweight Components",iul.eu,"Dortmund",DE,"Mechanical Or Industrial Engineering","["Automotive", "Aviation & Aerospace"]",3200,384000000,0,0,0,0,,1,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ"
102,85,"Flink",goflink.com,"Berlin",DE,"Logistics & Supply Chain","["Retail", "Food & Beverages"]",2600,463000000,0,0,0,0,24,1,false,"Tier-2 industry; Ideal size (200-5K); Ideal revenue (50-500M); Germany HQ; Strong growth signal"
103,85,"REWE digital",rewe-digital.com,"Koeln",DE,"Information Technology & Services","["Retail"]",1700,90523152000,0,0,0,0,,12,false,"Tier-1 industry; Ideal size (200-5K); Very large revenue; Germany HQ; Multi-location (12 offices); Hidden Champion profile"
104,85,"Bosch Connected Industry",manufacturing-co-intelligence.com,"Stuttgart",DE,"Computer Software","["Industrial Automation", "Management Consulting"]",730,94078000000,0,0,0,0,,5,false,"Tier-1 industry; Ideal size (200-5K); Very large revenue; Germany HQ; Multi-location (5 offices); Hidden Champion profile"
105,84,"Bosch Österreich",bosch.at,"Vienna",AT,"Information Technology & Services","["Automotive", "Industrial Automation", "Consumer Goods"]",3400,448100000,0,0,0,0,,3,false,"Tier-1 industry; Ideal size (200-5K); Ideal revenue (50-500M); AT HQ; Multiple offices"
106,84,"Chaos",chaos.com,"Karlsruhe",DE,"Computer Software","",900,26500000,0,0,0,0,,12,false,"Tier-1 industry; Ideal size (200-5K); Acceptable revenue (10-50M); Germany HQ; Multi-location (12 offices)"
107,84,"Enscape | Part of Chaos",enscape3d.com,"Karlsruhe",DE,"Computer Software","",900,26500000,0,0,0,0,,14,false,"Tier-1 industry; Ideal size (200-5K); Acceptable revenue (10-50M); Germany HQ; Multi-location (14 offices)"
108,84,"NFQ",nfq.com,"Munich",DE,"Information Technology & Services","["Financial Services"]",800,31000000,0,0,0,0,,5,false,"Tier-1 industry; Ideal size (200-5K); Acceptable revenue (10-50M); Germany HQ; Multi-location (5 offices)"
109,84,"osapiens",osapiens.com,"Mannheim",DE,"Computer Software","",540,37100000,0,0,0,0,,8,false,"Tier-1 industry; Ideal size (200-5K); Acceptable revenue (10-50M); Germany HQ; Multi-location (8 offices)"
110,84,"Retarus",retarus.com,"Muenchen",DE,"Computer Software","",450,37700000,0,0,0,0,,6,false,"Tier-1 industry; Ideal size (200-5K); Acceptable revenue (10-50M); Germany HQ; Multi-location (6 offices)"
111,84,"IDnow",idnow.io,"Munich",DE,"Computer & Network Security","",430,47200000,0,0,0,0,,8,false,"Tier-1 industry; Ideal size (200-5K); Acceptable revenue (10-50M); Germany HQ; Multi-location (8 offices)"
112,84,"Jedox",jedox.com,"Freiburg",DE,"Computer Software","",380,43900000,0,0,0,0,,9,false,"Tier-1 industry; Ideal size (200-5K); Acceptable revenue (10-50M); Germany HQ; Multi-location (9 offices)"
